,GEBRUIK,TT,UF,BT,RT,CBS English,NT,Historische notitie,Scope notitie
onbetaald verlof,999,arbeid en sociale zekerheid,999,verlofregelingen,999,unpaid leave,999,999,999
onbetaalde arbeid,999,arbeid en sociale zekerheid,999,arbeid,vrijwilligerswerk,unpaid work,999,999,999
onbewoonde huizen,leegstaande woningen,999,999,999,999,999,999,999,999
onbewoonde woningen,leegstaande woningen,999,999,999,999,999,999,999,999
onconventionele participatie,999,overheid en politiek,politieke acties,politiek actief,stakingen,unconventional political participation,"petities tekenen, demonstreren, boycotten van produkten",999,999
onderbouw,999,onderwijs,999,opleidingsfase,999,junior years,eerste fase,999,999
ondergewicht,anorexia,999,999,999,999,999,999,999,999
onderliggende inflatie,999,prijzen,999,consumentenprijsindex,999,underlying inflation,999,999,999
onderlinge hulp,999,recreatie en cultuur,999,sociale netwerken,999,mutual aid,999,999,999
onderlinge overdrachten,999,overheid en politiek,999,overheidsfinanciën,999,transfers within the government,meerjarige uitkeringen,999,999
onderlinge waarborgmaatschappij,999,veiligheid en recht,999,rechtspersoon,999,mutual insurance company,999,999,999
ondernemer,ondernemers,999,999,999,999,999,999,999,999
ondernemers,999,bedrijven,"ondernemer, entrepreneur",ondernemerschap,werkgevers,entrepreneurs,999,999,999
ondernemerschap,999,bedrijven,999,structuur van bedrijven,999,entrepreneurship,"ondernemers, maatschappelijk verantwoord ondernemen, familiebedrijven",999,999
ondernemersvertrouwen,999,macro-economie,999,economische verwachtingen,999,business confidence,producentenvertrouwen,999,999
onderneming,bedrijven,999,999,999,999,999,999,999,999
ondernemingen,bedrijven,999,999,999,999,999,999,999,999
ondernemingengroep,999,bedrijven,999,concern,999,enterprise group,999,999,999
ondernemingsklimaat,999,bedrijven,999,bedrijven,999,investment climate,"stimuleren ondernemerschap, fiscaal beleid, administratieve lasten",999,999
ondernemingsvormen,juridische eenheid,999,999,999,999,999,999,999,999
ondernemingswinst,bedrijfsresultaten,999,999,999,999,999,999,999,999
ondertoezichtstelling,999,veiligheid en recht,999,kinderbescherming,999,supervision,999,999,999
ondervoeding,999,zorg en gezondheid,999,ziekten,999,malnutrition,999,999,999
ondervonden criminaliteit,criminaliteitsslachtoffers,999,999,999,999,999,999,999,999
onderwijs,999,999,educatie,999,999,education,"studievoortgang, opleidingsvorm, opleidingsfase, opleiding, onderwijzend personeel, onderwijswetgeving, onderwijsstatistieken, onderwijspopulatie, onderwijsondersteunend personeel, onderwijsloopbaan, onderwijsinstellingen, onderwijsfinanciën, onderwijsclassificatie, onderwijsbeleid, diploma, denominatie, curriculum",999,999
onderwijsbeleid,999,onderwijs,999,onderwijs,"onderwijswetgeving, Ministerie van OCW",education policy,999,999,999
onderwijsclassificatie,999,onderwijs,999,onderwijs,999,classification of education,"Standaard Onderwijsindeling, International Standard Classification of Education",999,999
onderwijsfinanciën,999,onderwijs,financiering scholen,onderwijs,999,government expenditure on education,"studiefinanciering, onderwijsuitgaven, niet-bekostigd onderwijs",999,999
onderwijsinstellingen,999,onderwijs,999,onderwijs,instellingen kunstzinnige vorming,educational institutions,"universiteit, scholen",999,999
onderwijsloopbaan,999,onderwijs,"schoolloopbaan, schoolcarrière, in/door/uitstroom, in-door-uitstroom",onderwijs,"studievoortgang, opleidingsniveau, levensloop",educational attainment level,"uitstroom, instroom, doorstroom",999,999
onderwijsmethode,999,onderwijs,opvoedingsvisie,denominatie,999,teaching method,"Montessori, Jenaplan, Dalton",999,999
onderwijsniveau,opleidingsniveau,999,999,999,999,999,999,999,999
onderwijsnummer,999,onderwijs,999,onderwijsstatistieken,999,education number,999,999,999
onderwijsondersteunend personeel,999,onderwijs,999,onderwijs,999,teaching support staff,999,999,999
onderwijspopulatie,999,onderwijs,leerlingen/studenten,onderwijs,999,student  population,"vooropleiding, studenten, leerlingen, extraneï",999,999
onderwijsresultaten,uitstroom,999,999,999,999,999,999,999,999
onderwijsrichting,studierichting,999,999,999,999,999,999,999,999
onderwijssector SOI,999,onderwijs,999,Standaard Onderwijsindeling,999,education sector SOI,999,999,999
onderwijssectoren,opleiding,999,999,999,999,999,999,999,999
onderwijssoort,opleiding,999,999,999,999,999,999,999,999
onderwijsstatistieken,999,onderwijs,999,onderwijs,999,education statistics,"onderwijsnummer, nodaal gebied, eéncijferproject",999,999
onderwijstype,opleiding,999,999,999,999,999,999,999,999
onderwijsuitgaven,999,onderwijs,999,onderwijsfinanciën,subsidies,education expenditure,"uitgaven per diploma, private uitgaven aan onderwijs, overheidsuitgaven aan onderwijs",999,999
onderwijsvorm,opleidingsvorm,999,999,999,999,999,999,999,999
onderwijswetgeving,999,onderwijs,999,onderwijs,"wetten, onderwijsbeleid",education legislation,"Wet op het Voortgezet Onderwijs, Wet op het Primair Onderwijs, Wet op de Expertisecentra, Wet Educatie en Beroepsonderwijs, ISOVSO",999,999
onderwijzend personeel,999,onderwijs,999,onderwijs,999,teaching staff,"leraren, leraartekort, leraaropleidingen",999,999
onderwijzers,leraren,999,999,999,999,999,999,999,999
onderzoek in opdracht,CBS op maat,999,999,999,999,999,999,999,999
onderzoekers,999,CBS corporate termen,999,zakenrelaties,999,researchers ,999,999,999
onderzoeksrapporten,999,statistische methoden,999,statistisch onderzoek,999,research reports,999,999,999
ondiep bodemkoude,999,industrie en energie,999,ondiepe bodemenergie,999,shallow geothermal cold,999,999,999
ondiepe bodemenergie,999,industrie en energie,warmte- en koudeopslag,bodemenergie,999,shallow geothermal energy,"ondiepe bodemwarmte, ondiep bodemkoude",999,999
ondiepe bodemwarmte,999,industrie en energie,999,ondiepe bodemenergie,999,shallow geothermal heat,warmtepompen,999,999
ongehuwd,999,bevolking,999,burgerlijke staat,singles,single,999,999,999
ongehuwd paar,ongehuwde partners,999,999,999,999,999,999,999,999
ongehuwde moeders,alleenstaande moeders,999,999,999,999,999,999,999,999
ongehuwde partners,999,bevolking,"samenwonend, samenwonen, ongehuwd paar, niet-gehuwd paar",partners,999,unmarried couple,999,999,999
ongeletterdheid,analfabetisme,999,999,999,999,999,999,999,999
ongeplande zwangerschappen,999,bevolking,999,vruchtbaarheid,abortus,unplanned pregnancies,999,999,999
ongewenst gedrag,999,veiligheid en recht,"ongewenste intimiteiten, intimidatie",sociale veiligheid,"stalking, cyberpesten",harassment,999,999,999
ongewenste intimiteiten,ongewenst gedrag,999,999,999,999,999,999,999,999
ongezonde leefstijl,999,zorg en gezondheid,999,leefstijl,999,unhealthy lifestyle,999,999,999
onkerkelijken,999,bevolking,onkerkelijkheid,levensbeschouwing,999,999,999,999,999
onkerkelijkheid,onkerkelijken,999,999,999,999,999,999,999,999
online,internet,999,999,999,999,999,999,999,999
online aankopen,online winkelen,999,999,999,999,999,999,999,999
online bestedingen,online winkelen,999,999,999,999,999,999,999,999
online kopen,online winkelen,999,999,999,999,999,999,999,999
online publiekscatalogus,999,CBS corporate termen,999,CBS bibliotheek,999,online public catalogue ,999,999,999
online shoppen,online winkelen,999,999,999,999,999,999,999,999
online verkoop,999,diensten,"webwinkels, webshops, internetwinkels, internetverkoop, internethandel, e-dienstverlening, e-commerce",detailhandel,"postorderbedrijven, online winkelen",internet trade,internetgerelateerde handel,999,999
online winkelen,999,inkomen en vermogen,"online shoppen, online kopen, online bestedingen, online aankopen, elektronisch winkelen, e-shoppers, e-shoppen",winkelen,online verkoop,online shopping,999,999,999
onregelmatige dienst,999,arbeid en sociale zekerheid,999,regeling werktijden,999,irregular shifts,999,999,999
onroerend goed,vastgoed,999,999,999,999,999,999,999,999
onroerende zaken,vastgoed,999,999,999,999,999,999,999,999
onroerendezaakbelasting,999,overheid en politiek,ozb,gemeentebelastingen,wozwaarde,property tax ,999,999,999
ontbinding geregistreerd partnerschap,999,bevolking,999,scheidingen,999,annulment of registered partnership,999,999,999
ontbinding relaties,999,bevolking,relatie-ontbinding,relaties,999,dissolution of relationships,scheidingen,999,999
ontgroening,vergrijzing,999,999,999,999,999,999,999,999
ontheffing van ouderlijk gezag,ontheffing van ouderlijk gezag of voogdij,999,999,999,999,999,999,999,999
ontheffing van ouderlijk gezag of voogdij,999,veiligheid en recht,ontheffing van ouderlijk gezag,kinderbescherming,999,discharge from parental authority or guardianship,999,999,999
ontneming van het wederrechtelijk verkregen voordeel,999,veiligheid en recht,999,maatregel,999,deprivation of illegally obtained benefits,999,999,999
ontslag,999,arbeid en sociale zekerheid,ontslagen,arbeidsmarkt,arbeidsrecht,dismissal,999,999,999
ontslag van alle rechtsvervolging,999,veiligheid en recht,ontslag van rechtsvervolging,uitspraak,999,discharge from all further prosecution,999,999,999
ontslag van rechtsvervolging,ontslag van alle rechtsvervolging,999,999,999,999,999,999,999,999
ontslagen,ontslag,999,999,999,999,999,999,999,999
ontslagzaak,999,veiligheid en recht,999,arbeidszaak,999,case of dismissal,999,999,999
ontsparingen,999,macro-economie,999,sparen,999,dissavings ,999,999,999
onttrekking aan het verkeer,999,veiligheid en recht,999,maatregel,999,withdrawal ,999,999,999
ontvangen belastingen,999,overheid en politiek,belastingopbrengsten,overheidsinkomsten,"rijksinkomsten, overdrachtsbelasting, milieuheffingen, leidingwaterbelasting, grondwaterbelasting, energiebelasting, belastingen",tax received,"retributie, productgebonden belastingen, opcenten, lokale belastingen, accijnzen",999,999
ontvangen sociale premies,999,overheid en politiek,999,rijksinkomsten,999,social contributions received,999,999,999
ontwerpbureaus,designbureaus,999,999,999,999,999,999,999,999
ontwerpopdrachten,999,bouwen en wonen,999,architecten,nieuwbouwprojecten,design assignments,999,999,999
ontzegging van de rijbevoegdheid,999,veiligheid en recht,999,straf,999,disqualification from driving ,999,999,999
ontzetting uit ouderlijk gezag,ontzetting uit ouderlijk gezag of voogdij,999,999,999,999,999,999,999,999
ontzetting uit ouderlijk gezag of voogdij,999,veiligheid en recht,ontzetting uit ouderlijk gezag,kinderbescherming,999,dismissal from parental or custody rights ,999,999,999
onveiligheid,veiligheid,999,999,999,999,999,999,999,999
onveiligheidsbeleving,veiligheidsbeleving,999,999,999,999,999,999,999,999
onveiligheidsgevoel,veiligheidsbeleving,999,999,999,999,999,999,999,999
onverzekerden,999,zorg en gezondheid,niet verzekerden,zorgverzekering,999,uninsured,gemoedsbezwaarden,999,999
onvoorwaardelijke gratieverlening,999,veiligheid en recht,999,gratieverlening,999,full pardon,999,999,999
onvrijwillige onvruchtbaarheid,999,bevolking,999,kinderloosheid,999,involuntary ,999,999,999
onwettige kinderen,buitenechtelijke geboorten,999,999,999,999,999,999,999,999
oogst,999,landbouw en visserij,999,landbouwgewassen,999,harvest,"oogstraming, hectareopbrengst",999,999
oogstraming,999,landbouw en visserij,999,oogst,999,harvest prediction,999,999,999
Oostenrijk,999,overheid en politiek,999,"Europese Unie, Europa, EMU",999,Austria,999,999,999
op/afstroom,999,onderwijs,999,studievoortgang,999,move to a higher/lower level of education,"opstroom, afstroom",999,999
opbrengsten,bedrijfsopbrengsten,999,999,999,999,999,999,999,999
opcenten,999,overheid en politiek,999,ontvangen belastingen,999,proceeds,999,999,999
opdrachtgevers,999,CBS corporate termen,klanten,zakenrelaties,999,clients,999,999,999
open data,999,technologie,999,ICT,CBS open data,open data,999,999,999
open source,999,technologie,999,software,999,open source,999,999,999
Open Universiteit,999,onderwijs,999,tertiair onderwijs,999,Open University,999,999,999
openbaar bestuur,overheidsinstellingen,999,999,999,999,999,999,999,999
Openbaar Ministerie,999,veiligheid en recht,OM,rechterlijke macht,999,Public Prosecutor,officier van justitie,999,999
openbaar vervoer,999,verkeer en vervoer,ov,personenvervoer,999,public transport,999,999,999
openbaarvervoerbedrijven,999,verkeer en vervoer,999,personenvervoerbedrijven,999,public transport companies,999,999,999
openbare bibliotheken,999,recreatie en cultuur,999,bibliotheken,999,public libraries,uitleningen,999,999
openbare scholen,999,onderwijs,999,denominatie,999,public schools,999,999,999
openbare vennootschappen zonder rechtspersoonlijkheid,999,veiligheid en recht,999,samenwerkingsverband zonder rechtspersoonlijkheid,999,unincorporated public partnerships,999,999,999
opengrondteelt,999,landbouw en visserij,vollegrondteelt,tuinbouw,999,soil cultivation,999,999,999
openluchtaccommodaties,openluchtsportaccomodaties,999,999,999,999,999,999,999,999
openluchtsportaccomodaties,999,recreatie en cultuur,openluchtaccommodaties,sportaccommodaties,999,outdoor sports facilities,sportvelden,999,999
openluchtzwembaden,999,recreatie en cultuur,999,zwembaden,999,outdoor swimming pools,999,999,999
opera,999,recreatie en cultuur,999,podiumkunsten,999,opera,999,999,999
operette,999,recreatie en cultuur,999,podiumkunsten,999,operetta,999,999,999
opgehelderd misdrijf,999,veiligheid en recht,999,misdrijven,999,solved crime,ophelderingspercentage,999,999
opheffingen,bedrijfsbeëindigingen,999,999,999,999,999,999,999,999
ophelderingspercentage,999,veiligheid en recht,999,opgehelderd misdrijf,999,percentage of cases solved,999,999,999
Opiumwet,999,wet- en regelgeving,999,"wetten, drugscriminaliteit",999,Opium Law,999,999,999
opkomende markten,999,internationale handel,999,handelspartners,999,emerging markets,999,999,999
opkomst,999,overheid en politiek,999,verkiezingsuitslagen,999,voter turnout,999,999,999
opkomsttijd,999,veiligheid en recht,"uitruktijd, rijtijd",hulpdiensten,999,call-out response time,999,999,999
opleggers,999,verkeer en vervoer,999,niet-gemotoriseerd,999,trailers,999,999,999
opleiding,999,onderwijs,"type onderwijs, onderwijstype, onderwijssoort, onderwijssectoren",onderwijs,opleidingsniveau,type of education,"VVE, vormingswerk, volwasseneneducatie, levenlang leren, initieel onderwijs",999,999
opleidingsfase,999,onderwijs,999,onderwijs,999,programme stage,"studiejaar, stage, schooljaar, propedeuse, onderbouw, master, doctoraat, bovenbouw, bachelor",999,999
opleidingsniveau,999,bevolking,"onderwijsniveau, behaald onderwijsniveau",bevolkingskenmerken,"uitstroom, Standaard Onderwijsindeling, opleiding, onderwijsloopbaan, arbeidsmarktpositie",highest completed education level,"middelbaar opgeleiden, laagopgeleiden, hoger opgeleiden",999,999
opleidingsvorm,999,onderwijs,onderwijsvorm,onderwijs,999,education programme,"voltijdonderwijs, duaal onderwijs, deeltijdonderwijs",999,999
oppervlakte,999,geografie,999,geografische begrippen,"oppervlaktewater, oppervlakte bebouwing",surface,areaal,999,999
oppervlakte bebouwing,999,bouwen en wonen,999,bebouwing,oppervlakte,built-up area ,999,999,999
oppervlaktewater,999,natuur en milieu,999,water,oppervlakte,water surface,999,999,999
oppositie,999,overheid en politiek,999,democratie,999,opposition,999,999,999
oprichtingen,999,bedrijven,"startende ondernemingen, bedrijfsoprichtingen",bedrijvendynamiek,999,new business start-ups,startende ondernemers,999,999
oproepbanen,oproepkrachten,999,999,999,999,999,999,999,999
oproepkrachten,999,arbeid en sociale zekerheid,"oproepbanen, niet-regelmatig werkzame arbeidskracht, invalkrachten",flexwerkers,999,workers on call,999,999,999
opslag en dienstverlening voor vervoer,999,diensten,999,logistiek,999,storage and transport services,999,999,999
opsplitsing,999,bedrijven,afsplitsing,bedrijvendynamiek,999,company split-up,999,999,999
opsporing,999,veiligheid en recht,999,gerechtelijke procedure,999,investigation,999,999,999
